Country,Year,TWh
印度,1975,2.1
印度,1976,2.7
印度,1977,1.9
印度,1978,2.3
印度,1979,2.3
印度,1980,2.4
印度,1981,2.5
印度,1982,2.2
印度,1983,3.1
印度,1984,4
印度,1985,4.5
印度,1986,5
印度,1987,5.3
印度,1988,6.1
印度,1989,4
印度,1990,6.4
印度,1991,5.4
印度,1992,6.4
印度,1993,6.2
印度,1994,4.9
印度,1995,7.6
印度,1996,8.4
印度,1997,10.1
印度,1998,11.4
印度,1999,12.7
印度,2000,15.8
印度,2001,18.9
印度,2002,19.4
印度,2003,18.1
印度,2004,21.3
印度,2005,17.7
印度,2006,17.6
印度,2007,17.8
印度,2008,15.2
印度,2009,16.8
印度,2010,23.1
印度,2011,32.2
印度,2012,33.1
印度,2013,33.3
印度,2014,34.7
印度,2015,38.3
印度,2016,37.9
印度,2017,37.4
印度,2018,39.1
印度,2019,45.2
日本,1965,0.05
日本,1966,0.6
日本,1967,0.6
日本,1968,1
日本,1969,1.1
日本,1970,4.6
日本,1971,8
日本,1972,9.5
日本,1973,9.7
日本,1974,19.7
日本,1975,25.1
日本,1976,34.1
日本,1977,31.7
日本,1978,59.3
日本,1979,70.4
日本,1980,82.6
日本,1981,87.8
日本,1982,102.4
日本,1983,114.3
日本,1984,134.3
日本,1985,159.6
日本,1986,165.4
日本,1987,188.6
日本,1988,173.9
日本,1989,185.8
日本,1990,194.6
日本,1991,208.7
日本,1992,217
日本,1993,247.7
日本,1994,258.2
日本,1995,286.9
日本,1996,296.5
日本,1997,321.2
日本,1998,326
日本,1999,317.2
日本,2000,319.1
日本,2001,320.5
日本,2002,314.3
日本,2003,230.1
日本,2004,285.9
日本,2005,293
日本,2006,304.3
日本,2007,279
日本,2008,251.7
日本,2009,274.7
日本,2010,292.4
日本,2011,162.9
日本,2012,18
日本,2013,14.6
日本,2015,4.5
日本,2016,17.7
日本,2017,29.1
日本,2018,49.1
日本,2019,65.6
巴基斯坦,1971,0.05
巴基斯坦,1972,0.2
巴基斯坦,1973,0.4
巴基斯坦,1974,0.5
巴基斯坦,1975,0.6
巴基斯坦,1976,0.5
巴基斯坦,1977,0.3
巴基斯坦,1978,0.2
巴基斯坦,1979,0.1
巴基斯坦,1980,0.1
巴基斯坦,1981,0.2
巴基斯坦,1982,0.2
巴基斯坦,1983,0.3
巴基斯坦,1984,0.3
巴基斯坦,1985,0.4
巴基斯坦,1986,0.5
巴基斯坦,1987,0.3
巴基斯坦,1988,0.2
巴基斯坦,1989,0.1
巴基斯坦,1990,0.4
巴基斯坦,1991,0.4
巴基斯坦,1992,0.6
巴基斯坦,1993,0.4
巴基斯坦,1994,0.6
巴基斯坦,1995,0.5
巴基斯坦,1996,0.3
巴基斯坦,1997,0.5
巴基斯坦,1998,0.4
巴基斯坦,1999,0.1
巴基斯坦,2000,0.9
巴基斯坦,2001,2.1
巴基斯坦,2002,1.9
巴基斯坦,2003,1.9
巴基斯坦,2004,2.4
巴基斯坦,2005,2.5
巴基斯坦,2006,2.5
巴基斯坦,2007,2.3
巴基斯坦,2008,1.7
巴基斯坦,2009,2.5
巴基斯坦,2010,2.5
巴基斯坦,2011,3.9
巴基斯坦,2012,2.7
巴基斯坦,2013,7.1
巴基斯坦,2014,4.4
巴基斯坦,2015,4.4
巴基斯坦,2016,5.4
巴基斯坦,2017,7.9
巴基斯坦,2018,9.8
巴基斯坦,2019,9.5
南韓,1977,0.1
南韓,1978,2.3
南韓,1979,3.2
南韓,1980,3.5
南韓,1981,2.9
南韓,1982,3.8
南韓,1983,9
南韓,1984,11.8
南韓,1985,16.7
南韓,1986,28.3
南韓,1987,39.3
南韓,1988,40.1
南韓,1989,47.4
南韓,1990,52.9
南韓,1991,56.3
南韓,1992,56.5
南韓,1993,58.1
南韓,1994,58.7
南韓,1995,67
南韓,1996,73.9
南韓,1997,77.1
南韓,1998,89.7
南韓,1999,103.1
南韓,2000,109
南韓,2001,112.1
南韓,2002,119.1
南韓,2003,129.7
南韓,2004,130.7
南韓,2005,146.8
南韓,2006,148.7
南韓,2007,142.9
南韓,2008,151
南韓,2009,147.8
南韓,2010,148.6
南韓,2011,154.7
南韓,2012,150.3
南韓,2013,138.8
南韓,2014,156.4
南韓,2015,164.8
南韓,2016,162
南韓,2017,148.4
南韓,2018,133.5
南韓,2019,146
台灣,1977,0.1
台灣,1978,2.7
台灣,1979,6.3
台灣,1980,8.2
台灣,1981,10.7
台灣,1982,13.1
台灣,1983,18.9
台灣,1984,24.6
台灣,1985,28.7
台灣,1986,26.9
台灣,1987,33.1
台灣,1988,30.7
台灣,1989,28.3
台灣,1990,32.9
台灣,1991,35.3
台灣,1992,33.8
台灣,1993,34.4
台灣,1994,34.9
台灣,1995,35.3
台灣,1996,37.8
台灣,1997,36.3
台灣,1998,36.8
台灣,1999,38.4
台灣,2000,38.5
台灣,2001,35.5
台灣,2002,39.6
台灣,2003,38.9
台灣,2004,39.5
台灣,2005,40
台灣,2006,39.9
台灣,2007,40.5
台灣,2008,40.8
台灣,2009,41.6
台灣,2010,41.6
台灣,2011,42.1
台灣,2012,40.4
台灣,2013,41.6
台灣,2014,42.4
台灣,2015,36.5
台灣,2016,31.7
台灣,2017,22.4
台灣,2018,27.7
台灣,2019,32.3
