Country,Year,TWh
Japan,1975,25.1
Japan,1976,34.1
Japan,1977,31.7
Japan,1978,59.3
Japan,1979,70.4
Japan,1980,82.6
Japan,1981,87.8
Japan,1982,102.4
Japan,1983,114.3
Japan,1984,134.3
Japan,1985,159.6
Japan,1986,165.4
Japan,1987,188.6
Japan,1988,173.9
Japan,1989,185.8
Japan,1990,194.6
Japan,1991,208.7
Japan,1992,217
Japan,1993,247.7
Japan,1994,258.2
Japan,1995,286.9
Japan,1996,296.5
Japan,1997,321.2
Japan,1998,326
Japan,1999,317.2
Japan,2000,319.1
Japan,2001,320.5
Japan,2002,314.3
Japan,2003,230.1
Japan,2004,285.9
Japan,2005,293
Japan,2006,304.3
Japan,2007,279
Japan,2008,251.7
Japan,2009,274.7
Japan,2010,292.4
Japan,2011,162.9
Japan,2012,18
Japan,2013,14.6
Japan,2015,4.5
Japan,2016,17.7
Japan,2017,29.1
Japan,2018,49.1
Japan,2019,65.6
Pakistan,1971,0.05
Pakistan,1972,0.2
Pakistan,1973,0.4
Pakistan,1974,0.5
Pakistan,1975,0.6
Pakistan,1976,0.5
Pakistan,1977,0.3
Pakistan,1978,0.2
Pakistan,1979,0.1
Pakistan,1980,0.1
Pakistan,1981,0.2
Pakistan,1982,0.2
Pakistan,1983,0.3
Pakistan,1984,0.3
Pakistan,1985,0.4
Pakistan,1986,0.5
Pakistan,1987,0.3
Pakistan,1988,0.2
Pakistan,1989,0.1
Pakistan,1990,0.4
Pakistan,1991,0.4
Pakistan,1992,0.6
Pakistan,1993,0.4
Pakistan,1994,0.6
Pakistan,1995,0.5
Pakistan,1996,0.3
Pakistan,1997,0.5
Pakistan,1998,0.4
Pakistan,1999,0.1
Pakistan,2000,0.9
Pakistan,2001,2.1
Pakistan,2002,1.9
Pakistan,2003,1.9
Pakistan,2004,2.4
Pakistan,2005,2.5
Pakistan,2006,2.5
Pakistan,2007,2.3
Pakistan,2008,1.7
Pakistan,2009,2.5
Pakistan,2010,2.5
Pakistan,2011,3.9
Pakistan,2012,2.7
Pakistan,2013,7.1
Pakistan,2014,4.4
Pakistan,2015,4.4
Pakistan,2016,5.4
Pakistan,2017,7.9
Pakistan,2018,9.8
Pakistan,2019,9.5
South Korea,1977,0.1
South Korea,1978,2.3
South Korea,1979,3.2
South Korea,1980,3.5
South Korea,1981,2.9
South Korea,1982,3.8
South Korea,1983,9
South Korea,1984,11.8
South Korea,1985,16.7
South Korea,1986,28.3
South Korea,1987,39.3
South Korea,1988,40.1
South Korea,1989,47.4
South Korea,1990,52.9
South Korea,1991,56.3
South Korea,1992,56.5
South Korea,1993,58.1
South Korea,1994,58.7
South Korea,1995,67
South Korea,1996,73.9
South Korea,1997,77.1
South Korea,1998,89.7
South Korea,1999,103.1
South Korea,2000,109
South Korea,2001,112.1
South Korea,2002,119.1
South Korea,2003,129.7
South Korea,2004,130.7
South Korea,2005,146.8
South Korea,2006,148.7
South Korea,2007,142.9
South Korea,2008,151
South Korea,2009,147.8
South Korea,2010,148.6
South Korea,2011,154.7
South Korea,2012,150.3
South Korea,2013,138.8
South Korea,2014,156.4
South Korea,2015,164.8
South Korea,2016,162
South Korea,2017,148.4
South Korea,2018,133.5
South Korea,2019,146
Taiwan,1977,0.1
Taiwan,1978,2.7
Taiwan,1979,6.3
Taiwan,1980,8.2
Taiwan,1981,10.7
Taiwan,1982,13.1
Taiwan,1983,18.9
Taiwan,1984,24.6
Taiwan,1985,28.7
Taiwan,1986,26.9
Taiwan,1987,33.1
Taiwan,1988,30.7
Taiwan,1989,28.3
Taiwan,1990,32.9
Taiwan,1991,35.3
Taiwan,1992,33.8
Taiwan,1993,34.4
Taiwan,1994,34.9
Taiwan,1995,35.3
Taiwan,1996,37.8
Taiwan,1997,36.3
Taiwan,1998,36.8
Taiwan,1999,38.4
Taiwan,2000,38.5
Taiwan,2001,35.5
Taiwan,2002,39.6
Taiwan,2003,38.9
Taiwan,2004,39.5
Taiwan,2005,40
Taiwan,2006,39.9
Taiwan,2007,40.5
Taiwan,2008,40.8
Taiwan,2009,41.6
Taiwan,2010,41.6
Taiwan,2011,42.1
Taiwan,2012,40.4
Taiwan,2013,41.6
Taiwan,2014,42.4
Taiwan,2015,36.5
Taiwan,2016,31.7
Taiwan,2017,22.4
Taiwan,2018,27.7
Taiwan,2019,32.3
