Country,Year,Delta
China,2011,6.562
China,2012,16.734
China,2013,12.729
China,2014,13.428
China,2015,19.462
China,2016,28.679
China,2017,24.387
China,2018,16.370
China,2019,18.904
China,2020,18.203
India,1970,Infinity
India,1971,85.714
India,1972,-23.077
India,1973,-10.000
India,1974,122.222
India,1975,-10.000
India,1976,16.667
India,1977,28.571
India,1978,-29.630
India,1979,21.053
India,1980,0.000
India,1981,4.348
India,1982,4.167
India,1983,-12.000
India,1984,40.909
India,1985,29.032
India,1986,12.500
India,1987,11.111
India,1988,6.000
India,1989,15.094
India,1990,-34.426
India,1991,60.000
India,1992,-15.625
India,1993,18.519
India,1994,-3.125
India,1995,-20.968
India,1996,55.102
India,1997,10.526
India,1998,20.238
India,1999,12.871
India,2000,11.404
India,2001,24.409
India,2002,19.620
India,2003,2.646
India,2004,-6.701
India,2005,17.680
India,2006,-16.901
India,2007,-0.565
India,2008,1.136
India,2009,-14.607
India,2010,10.526
India,2011,37.500
India,2012,39.394
India,2013,2.795
India,2014,0.604
India,2015,4.204
India,2016,10.375
India,2017,-1.044
India,2018,-1.319
India,2019,4.545
India,2020,15.601
Japan,1966,Infinity
Japan,1967,1100.000
Japan,1968,0.000
Japan,1969,66.667
Japan,1970,10.000
Japan,1971,318.182
Japan,1972,73.913
Japan,1973,18.750
Japan,1974,2.105
Japan,1975,103.093
Japan,1976,27.411
Japan,1977,35.857
Japan,1978,-7.038
Japan,1979,87.066
Japan,1980,18.718
Japan,1981,17.330
Japan,1982,6.295
Japan,1983,16.629
Japan,1984,11.621
Japan,1985,17.498
Japan,1986,18.838
Japan,1987,3.634
Japan,1988,14.027
Japan,1989,-7.794
Japan,1990,6.843
Japan,1991,4.736
Japan,1992,7.246
Japan,1993,3.977
Japan,1994,14.147
Japan,1995,4.239
Japan,1996,11.115
Japan,1997,3.346
Japan,1998,8.331
Japan,1999,1.494
Japan,2000,-2.699
Japan,2001,0.599
Japan,2002,0.439
Japan,2003,-1.934
Japan,2004,-26.790
Japan,2005,24.250
Japan,2006,2.483
Japan,2007,3.857
Japan,2008,-8.314
Japan,2009,-9.785
Japan,2010,9.138
Japan,2011,6.443
Japan,2012,-44.289
Japan,2013,-88.950
Japan,2014,-18.889
Japan,2016,-69.178
Japan,2017,293.333
Japan,2018,64.407
Japan,2019,68.729
Japan,2020,33.605
Pakistan,1972,Infinity
Pakistan,1973,300.000
Pakistan,1974,100.000
Pakistan,1975,25.000
Pakistan,1976,20.000
Pakistan,1977,-16.667
Pakistan,1978,-40.000
Pakistan,1979,-33.333
Pakistan,1980,-50.000
Pakistan,1981,0.000
Pakistan,1982,100.000
Pakistan,1983,0.000
Pakistan,1984,50.000
Pakistan,1985,0.000
Pakistan,1986,33.333
Pakistan,1987,25.000
Pakistan,1988,-40.000
Pakistan,1989,-33.333
Pakistan,1990,-50.000
Pakistan,1991,300.000
Pakistan,1992,0.000
Pakistan,1993,50.000
Pakistan,1994,-33.333
Pakistan,1995,50.000
Pakistan,1996,-16.667
Pakistan,1997,-40.000
Pakistan,1998,66.667
Pakistan,1999,-20.000
Pakistan,2000,-75.000
Pakistan,2001,800.000
Pakistan,2002,133.333
Pakistan,2003,-9.524
Pakistan,2004,0.000
Pakistan,2005,26.316
Pakistan,2006,4.167
Pakistan,2007,0.000
Pakistan,2008,-8.000
Pakistan,2009,-26.087
Pakistan,2010,47.059
Pakistan,2011,0.000
Pakistan,2012,56.000
Pakistan,2013,-30.769
Pakistan,2014,162.963
Pakistan,2015,-38.028
Pakistan,2016,0.000
Pakistan,2017,22.727
Pakistan,2018,46.296
Pakistan,2019,24.051
Pakistan,2020,-3.061
South Korea,1978,Infinity
South Korea,1979,2200.000
South Korea,1980,39.130
South Korea,1981,9.375
South Korea,1982,-17.143
South Korea,1983,31.034
South Korea,1984,136.842
South Korea,1985,31.111
South Korea,1986,41.525
South Korea,1987,69.461
South Korea,1988,38.869
South Korea,1989,2.036
South Korea,1990,18.204
South Korea,1991,11.603
South Korea,1992,6.427
South Korea,1993,0.355
South Korea,1994,2.832
South Korea,1995,1.033
South Korea,1996,14.140
South Korea,1997,10.299
South Korea,1998,4.330
South Korea,1999,16.342
South Korea,2000,14.939
South Korea,2001,5.723
South Korea,2002,2.844
South Korea,2003,6.244
South Korea,2004,8.900
South Korea,2005,0.771
South Korea,2006,12.318
South Korea,2007,1.294
South Korea,2008,-3.900
South Korea,2009,5.668
South Korea,2010,-2.119
South Korea,2011,0.541
South Korea,2012,4.105
South Korea,2013,-2.844
South Korea,2014,-7.651
South Korea,2015,12.680
South Korea,2016,5.371
South Korea,2017,-1.699
South Korea,2018,-8.395
South Korea,2019,-10.040
South Korea,2020,9.363
Taiwan,1978,Infinity
Taiwan,1979,2600.000
Taiwan,1980,133.333
Taiwan,1981,30.159
Taiwan,1982,30.488
Taiwan,1983,22.430
Taiwan,1984,44.275
Taiwan,1985,30.159
Taiwan,1986,16.667
Taiwan,1987,-6.272
Taiwan,1988,23.048
Taiwan,1989,-7.251
Taiwan,1990,-7.818
Taiwan,1991,16.254
Taiwan,1992,7.295
Taiwan,1993,-4.249
Taiwan,1994,1.775
Taiwan,1995,1.453
Taiwan,1996,1.146
Taiwan,1997,7.082
Taiwan,1998,-3.968
Taiwan,1999,1.377
Taiwan,2000,4.348
Taiwan,2001,0.260
Taiwan,2002,-7.792
Taiwan,2003,11.549
Taiwan,2004,-1.768
Taiwan,2005,1.542
Taiwan,2006,1.266
Taiwan,2007,-0.250
Taiwan,2008,1.504
Taiwan,2009,0.741
Taiwan,2010,1.961
Taiwan,2011,0.000
Taiwan,2012,1.202
Taiwan,2013,-4.038
Taiwan,2014,2.970
Taiwan,2015,1.923
Taiwan,2016,-13.915
Taiwan,2017,-13.151
Taiwan,2018,-29.338
Taiwan,2019,23.661
Taiwan,2020,16.606
